booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-050390,City Hotel,1,14,2024,April,18,29,2024-04-29,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,147.5,0,0
HB-055860,City Hotel,1,156,2024,August,34,23,2024-08-23,0,2,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.7,0,0
HB-077762,City Hotel,0,7,2023,September,38,21,2023-09-21,1,4,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,143.2,0,2
HB-086572,City Hotel,0,77,2024,April,14,2,2024-04-02,2,2,1,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,72.25,0,0
HB-082828,City Hotel,1,68,2024,February,7,17,2024-02-17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0
HB-049166,City Hotel,1,274,2024,April,14,7,2024-04-07,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-023087,Resort Hotel,0,57,2024,April,15,13,2024-04-13,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,64.0,1,0
HB-072264,City Hotel,1,106,2025,July,30,25,2025-07-25,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,0
HB-007180,Resort Hotel,1,115,2024,July,30,25,2024-07-25,1,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,173.67,0,0
HB-084395,City Hotel,0,27,2024,February,8,22,2024-02-22,1,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.0,0,2
HB-031709,Resort Hotel,0,101,2024,December,52,29,2024-12-29,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,141.57,0,3
HB-084251,City Hotel,0,0,2024,February,8,19,2024-02-19,0,2,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,G,1,No Deposit,,,0,Transient,101.5,0,2
HB-020486,Resort Hotel,0,0,2024,January,4,28,2024-01-28,0,3,3,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,92.0,1,0
HB-043497,City Hotel,0,45,2023,September,38,18,2023-09-18,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,85.5,0,0
HB-101606,City Hotel,0,54,2024,November,46,12,2024-11-12,2,1,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0
HB-067721,City Hotel,1,407,2025,May,19,6,2025-05-06,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0
HB-063742,City Hotel,1,11,2025,February,8,20,2025-02-20,1,0,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.0,0,0
HB-001186,Resort Hotel,1,110,2023,August,33,17,2023-08-17,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,1
HB-086358,City Hotel,0,0,2024,March,13,31,2024-03-31,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,138.0,0,0
HB-118650,City Hotel,0,0,2025,August,34,23,2025-08-23,0,1,1,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,98.0,,0,Transient-Party,115.0,0,0
HB-097882,City Hotel,0,69,2024,September,38,19,2024-09-19,1,2,2,0.0,0,SC,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,85.0,0,0
HB-074362,City Hotel,1,276,2023,July,29,20,2023-07-20,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0
HB-108705,City Hotel,0,33,2025,March,13,29,2025-03-29,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,3,No Deposit,,219.0,0,Transient,84.5,1,1
HB-088985,City Hotel,0,56,2024,May,20,13,2024-05-13,1,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,1
HB-113299,City Hotel,0,104,2025,June,23,2,2025-06-02,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,144.0,0,0
HB-008220,Resort Hotel,1,128,2024,September,38,18,2024-09-18,4,6,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,,0,Transient,116.0,0,0
HB-038150,Resort Hotel,0,1,2025,July,28,9,2025-07-09,1,0,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,84.01,0,1
HB-081337,City Hotel,0,0,2023,December,49,8,2023-12-08,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,45.0,0,0
HB-035855,Resort Hotel,0,72,2025,May,18,1,2025-05-01,1,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,132.0,1,1
HB-001841,Resort Hotel,0,110,2023,September,37,17,2023-09-17,1,3,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient-Party,65.0,0,0
HB-104283,City Hotel,0,4,2025,January,2,6,2025-01-06,2,2,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,15.0,,0,Transient,103.19,0,0
HB-042937,City Hotel,0,11,2023,September,37,11,2023-09-11,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,95.0,0,2
HB-077506,City Hotel,0,1,2023,September,37,14,2023-09-14,3,5,1,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,133.0,0,0
HB-078560,City Hotel,0,3,2024,February,8,25,2024-02-25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,40.0,0,Transient-Party,66.0,0,0
HB-083524,City Hotel,0,7,2024,February,6,5,2024-02-05,0,1,2,0.0,1,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,81.0,0,2
HB-019167,Resort Hotel,0,8,2023,December,49,9,2023-12-09,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,154.0,0,Transient,25.0,0,0
HB-068204,City Hotel,1,164,2025,May,20,15,2025-05-15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0
HB-079683,City Hotel,0,0,2023,November,44,1,2023-11-01,1,0,2,0.0,0,BB,CRI,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,95.0,0,1
HB-065235,City Hotel,1,36,2025,March,13,30,2025-03-30,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0
HB-067549,City Hotel,1,143,2025,May,18,4,2025-05-04,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,151.0,,0,Transient,100.0,0,0
HB-009293,Resort Hotel,1,61,2024,November,45,10,2024-11-10,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,242.0,,0,Transient,73.8,0,0
HB-036860,Resort Hotel,0,184,2025,May,20,18,2025-05-18,4,10,2,0.0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,479.0,,0,Transient,85.7,0,1
HB-005629,Resort Hotel,1,174,2024,May,19,6,2024-05-06,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,65.7,0,0
HB-022249,Resort Hotel,0,11,2024,March,11,12,2024-03-12,4,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient,27.9,0,0
HB-119098,City Hotel,0,289,2025,August,35,26,2025-08-26,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,107.1,0,2
HB-013256,Resort Hotel,1,126,2025,August,32,6,2025-08-06,2,3,2,0.0,0,BB,GEO,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,259.0,0,0
HB-100264,City Hotel,0,386,2024,October,43,23,2024-10-23,2,0,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0
HB-038679,Resort Hotel,0,144,2025,July,29,19,2025-07-19,2,5,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,166.03,0,0
HB-037636,Resort Hotel,0,239,2025,June,25,19,2025-06-19,1,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,99.0,0,1
HB-114565,City Hotel,0,93,2025,June,25,17,2025-06-17,2,5,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,178.2,0,0
HB-105095,City Hotel,0,41,2025,January,4,26,2025-01-26,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,69.56,0,0
HB-089874,City Hotel,0,84,2024,May,21,26,2024-05-26,0,2,0,2.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,1,No Deposit,14.0,,0,Transient,128.78,0,0
HB-059874,City Hotel,1,304,2024,November,44,3,2024-11-03,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0,0
HB-034245,Resort Hotel,0,339,2025,March,11,11,2025-03-11,2,5,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298.0,,0,Transient-Party,51.0,0,0
HB-076773,City Hotel,1,395,2024,March,12,21,2024-03-21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0
HB-098933,City Hotel,0,30,2024,October,40,5,2024-10-05,0,2,2,0.0,0,BB,EGY,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,1
HB-112859,City Hotel,0,21,2025,May,20,18,2025-05-18,3,8,1,0.0,0,BB,AUS,Aviation,Corporate,0,0,0,D,D,0,No Deposit,,153.0,0,Transient,110.0,0,0
HB-062768,City Hotel,1,52,2025,January,4,21,2025-01-21,2,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,78.15,0,0
HB-065635,City Hotel,1,62,2025,April,14,6,2025-04-06,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,135.0,0,0
HB-038986,Resort Hotel,0,49,2025,July,31,29,2025-07-29,2,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,305.0,0,2
HB-102744,City Hotel,0,3,2024,December,49,5,2024-12-05,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,128.0,1,0
HB-060587,City Hotel,1,29,2024,November,46,16,2024-11-16,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,67.5,0,1
HB-066655,City Hotel,1,100,2025,April,17,22,2025-04-22,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,105.0,0,0
HB-030607,Resort Hotel,0,146,2024,November,45,7,2024-11-07,6,15,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,75.0,,0,Transient,70.6,1,2
HB-016417,Resort Hotel,0,59,2023,August,34,22,2023-08-22,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,143.29,1,0
HB-009011,Resort Hotel,1,135,2024,October,43,22,2024-10-22,2,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,68.0,0,0
HB-004976,Resort Hotel,0,214,2024,April,15,11,2024-04-11,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.2,0,2
HB-067760,City Hotel,1,76,2025,May,19,6,2025-05-06,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0
HB-089750,City Hotel,0,119,2024,May,21,23,2024-05-23,1,2,1,0.0,0,BB,SWE,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,90.0,0,0
HB-095504,City Hotel,0,320,2024,August,33,18,2024-08-18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
HB-051114,City Hotel,1,276,2024,May,20,13,2024-05-13,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,160,Transient,61.0,0,0
HB-053621,City Hotel,1,36,2024,June,26,26,2024-06-26,2,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.35,0,0
HB-117070,City Hotel,0,329,2025,July,30,27,2025-07-27,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,1
HB-045070,City Hotel,0,62,2023,October,42,16,2023-10-16,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,78.54,0,0
HB-060312,City Hotel,1,277,2024,November,45,7,2024-11-07,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0
HB-056746,City Hotel,1,163,2024,September,37,12,2024-09-12,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,126.9,0,2
HB-055658,City Hotel,1,405,2024,August,33,18,2024-08-18,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-071316,City Hotel,1,60,2025,July,27,2,2025-07-02,2,0,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1
HB-104985,City Hotel,0,44,2025,January,3,15,2025-01-15,4,8,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,96.91,0,1
HB-024019,Resort Hotel,0,18,2024,May,19,8,2024-05-08,2,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,0,No Deposit,,135.0,0,Transient-Party,42.0,0,0
HB-038647,Resort Hotel,0,19,2025,July,30,23,2025-07-23,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,239.0,1,1
HB-047187,City Hotel,1,9,2024,February,7,12,2024-02-12,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,1
HB-114818,City Hotel,0,396,2025,June,26,25,2025-06-25,2,0,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0,1
HB-037764,Resort Hotel,0,331,2025,June,24,15,2025-06-15,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,58.7,0,0
HB-033409,Resort Hotel,0,0,2025,February,8,21,2025-02-21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,428.0,0,Transient,35.0,0,0
HB-022386,Resort Hotel,0,6,2024,March,12,22,2024-03-22,0,2,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,C,2,No Deposit,,302.0,0,Transient,0.0,0,1
HB-028357,Resort Hotel,0,14,2024,September,39,27,2024-09-27,0,4,1,0.0,0,HB,FRA,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,182.5,0,0
HB-115847,City Hotel,0,51,2025,July,28,9,2025-07-09,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,80.1,0,0
HB-062789,City Hotel,1,26,2025,January,4,22,2025-01-22,2,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,60.82,0,0
HB-046415,City Hotel,1,148,2023,December,52,31,2023-12-31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,98,Transient,77.5,0,0
HB-072629,City Hotel,1,138,2025,August,31,1,2025-08-01,0,4,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,0
HB-028246,Resort Hotel,0,0,2024,September,39,25,2024-09-25,1,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.0,0,0
HB-097437,City Hotel,0,13,2024,September,37,15,2024-09-15,0,1,2,0.0,0,SC,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,233.0,0,Transient-Party,100.0,0,1
HB-029786,Resort Hotel,0,53,2024,October,44,30,2024-10-30,2,5,2,1.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,73.92,0,0
HB-039834,Resort Hotel,0,26,2025,August,34,24,2025-08-24,2,4,3,0.0,0,Undefined,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,,0,Transient,350.75,0,1
HB-074341,City Hotel,1,269,2023,July,28,13,2023-07-13,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0
HB-049768,City Hotel,1,103,2024,April,16,19,2024-04-19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,0,Transient,115.0,0,0
HB-051485,City Hotel,1,211,2024,May,21,20,2024-05-20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,111,Transient,100.0,0,0
HB-009890,Resort Hotel,1,0,2025,January,3,17,2025-01-17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,8.0,0,0
HB-055412,City Hotel,1,235,2024,August,33,12,2024-08-12,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,1
HB-112657,City Hotel,0,11,2025,May,21,25,2025-05-25,0,2,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1
HB-067738,City Hotel,1,117,2025,May,19,6,2025-05-06,2,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,96.0,0,0
HB-058248,City Hotel,1,115,2024,October,41,9,2024-10-09,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.3,0,2
HB-109349,City Hotel,0,61,2025,April,14,6,2025-04-06,1,3,2,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,1
HB-112466,City Hotel,0,13,2025,May,21,23,2025-05-23,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,0
HB-038444,Resort Hotel,0,152,2025,July,28,11,2025-07-11,2,5,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient-Party,194.86,0,2
HB-045139,City Hotel,0,41,2023,October,42,18,2023-10-18,2,3,1,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,105.0,0,2
HB-116286,City Hotel,0,25,2025,July,29,14,2025-07-14,1,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,196.67,0,1
HB-097510,City Hotel,0,14,2024,September,37,15,2024-09-15,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,83.0,,0,Transient,167.2,0,0
HB-104511,City Hotel,0,0,2025,January,3,13,2025-01-13,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,0
HB-081792,City Hotel,1,117,2024,February,9,29,2024-02-29,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0
HB-059320,City Hotel,1,475,2024,October,43,27,2024-10-27,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,59.0,0,0
HB-025080,Resort Hotel,0,0,2024,June,24,12,2024-06-12,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,126.0,1,1
HB-055806,City Hotel,1,22,2024,August,34,21,2024-08-21,2,3,2,1.0,0,BB,DZA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,171.0,0,0
HB-067567,City Hotel,1,252,2025,May,18,4,2025-05-04,1,3,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,145.8,0,1
HB-059751,City Hotel,1,166,2024,November,44,1,2024-11-01,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0
HB-071838,City Hotel,1,163,2025,July,28,13,2025-07-13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,116.1,0,0
HB-048230,City Hotel,1,62,2024,March,12,19,2024-03-19,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0
HB-069987,City Hotel,1,169,2025,June,23,8,2025-06-08,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,170.0,0,0
HB-042396,City Hotel,1,61,2023,September,36,5,2023-09-05,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-036871,Resort Hotel,0,301,2025,May,21,25,2025-05-25,2,5,2,0.0,1,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,40.0,,0,Contract,56.7,0,0
HB-013761,Resort Hotel,1,237,2025,August,35,28,2025-08-28,3,7,3,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,293.6,0,0
HB-076206,City Hotel,1,135,2023,July,28,16,2023-07-16,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient-Party,68.0,0,2
HB-042411,City Hotel,1,61,2023,September,36,5,2023-09-05,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-048513,City Hotel,0,84,2024,March,12,24,2024-03-24,1,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,89.75,1,0
HB-090684,City Hotel,0,2,2024,June,23,7,2024-06-07,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.0,0,1
HB-010173,Resort Hotel,1,21,2025,February,8,18,2025-02-18,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0
HB-117260,City Hotel,0,276,2025,July,31,29,2025-07-29,2,1,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,188.1,0,2
HB-040515,City Hotel,0,25,2023,July,30,27,2023-07-27,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-059653,City Hotel,1,105,2024,October,44,30,2024-10-30,2,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.05,0,0
HB-077284,City Hotel,0,0,2023,September,37,15,2023-09-15,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,,,0,Transient,95.0,0,0
HB-067562,City Hotel,1,265,2025,May,18,4,2025-05-04,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,7.0,,0,Transient,122.0,0,1
HB-111067,City Hotel,0,149,2025,May,18,2,2025-05-02,0,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,1
HB-017305,Resort Hotel,0,0,2023,October,40,3,2023-10-03,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,90.0,1,0
HB-000097,Resort Hotel,1,63,2023,July,27,3,2023-07-03,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0,Transient,117.0,0,1
HB-002437,Resort Hotel,0,0,2023,October,41,14,2023-10-14,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,56.0,0,2
HB-070900,City Hotel,1,115,2025,June,26,24,2025-06-24,2,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,198.0,0,0
